timestamp,product,price,age_hours,demand_proxy
2026-01-01 07:34:00,banana,1642.3538554466925,50.994422287491645,70.57837892348385
2026-01-02 13:56:00,banana,1176.118463987652,113.2533733642043,10.654352064908805
2026-01-01 06:41:00,milk,1932.4001627032285,14.801104983522624,38.49442555467663
2026-01-01 05:08:00,milk,2027.869120345849,8.404768344557258,40.154369334642524
2026-01-01 19:44:00,milk,2486.4444749964114,9.70179941056894,38.075981607943994
2026-01-02 13:37:00,tilapia,1880.2360711584001,5.122806881484258,34.70334272127416
2026-01-02 05:03:00,tomato,1208.7729244510122,20.883170028815034,83.66387562139036
2026-01-02 01:53:00,tomato,1341.5375838584719,6.886130113707548,104.76277283210173
2026-01-01 22:42:00,tomato,1077.8970786312682,39.407377272443,66.04528957219968
2026-01-01 18:51:00,tomato,1425.8216189344575,15.86297510078166,97.38613540094325
2026-01-02 20:46:00,banana,2191.8059468216443,63.93924448816731,60.29036233422062
2026-01-01 15:35:00,tomato,1921.9239535045167,28.374490999764223,71.32683391031316
2026-01-02 01:40:00,milk,1760.7422261993863,18.392333114511658,16.730626749958034
2026-01-01 20:01:00,tilapia,1546.4134680636932,16.186480529205646,9.532636816933104
2026-01-01 06:55:00,tilapia,2298.5325668667892,3.6323090685442248,39.356606188398466
2026-01-02 19:44:00,tilapia,1423.909077263179,5.41739375336919,36.225344093630746
2026-01-01 20:44:00,banana,1481.0416170811836,27.094746258075496,117.47814456203643
2026-01-02 08:39:00,tomato,1485.2994262058842,33.73610361056169,45.016211673254745
2026-01-01 01:07:00,tomato,1453.4181440616878,9.385425363115118,71.25672299569294
2026-01-02 03:05:00,banana,932.9701138238755,67.84991277030456,75.84402934392398
2026-01-02 22:43:00,tomato,1143.363049830486,21.730274615713945,72.30381439566128
2026-01-02 07:08:00,milk,1446.6443119903622,14.908471732657997,24.193157626863748
2026-01-01 17:45:00,tilapia,1752.6712282496492,16.94401907016423,4.8375367664151705
2026-01-01 20:23:00,milk,1572.3943569321477,6.613602631420283,49.46134868032293
2026-01-02 21:25:00,tomato,1468.8941502522855,66.91705083713907,7.651930449082295
2026-01-01 23:39:00,tilapia,1405.4043413166462,1.1483020125647616,57.8081911234529
2026-01-01 03:34:00,milk,1950.0925450184222,23.59072510931282,1.4550760876997624
2026-01-01 22:12:00,banana,1883.2251440741002,28.6817441599132,89.25180420060364
2026-01-01 03:45:00,milk,1791.5982016007017,17.780862441245226,21.675397864259107
2026-01-01 07:13:00,tomato,1419.7366152739867,42.700045677649754,57.996285981045986
2026-01-01 14:25:00,tilapia,1909.2126960638443,5.250482112988548,51.18611849415715
2026-01-01 04:10:00,milk,1576.0557715237535,8.864499122146375,68.21621494138333
